# epoch, loss, accuracy
5.100000000000000000e+01 1.935253931151237339e-05 1.000000000000000000e+00
5.200000000000000000e+01 2.066966226266231388e-05 1.000000000000000000e+00
5.300000000000000000e+01 3.345212608110159636e-04 1.000000000000000000e+00
5.400000000000000000e+01 6.213623564690351486e-03 9.968153238296508789e-01
5.500000000000000000e+01 5.508277681656181812e-04 1.000000000000000000e+00
5.600000000000000000e+01 2.504035946913063526e-04 1.000000000000000000e+00
5.700000000000000000e+01 1.755363919073715806e-04 1.000000000000000000e+00
5.800000000000000000e+01 8.361813524970784783e-05 1.000000000000000000e+00
5.900000000000000000e+01 7.354062108788639307e-05 1.000000000000000000e+00
6.000000000000000000e+01 6.506452336907386780e-05 1.000000000000000000e+00
6.100000000000000000e+01 2.890994619519915432e-05 1.000000000000000000e+00
6.200000000000000000e+01 4.018574327346868813e-05 1.000000000000000000e+00
6.300000000000000000e+01 4.771237945533357561e-05 1.000000000000000000e+00
6.400000000000000000e+01 5.607632556348107755e-05 1.000000000000000000e+00
6.500000000000000000e+01 1.253702910616993904e-03 1.000000000000000000e+00
6.600000000000000000e+01 1.611745683476328850e-03 1.000000000000000000e+00
6.700000000000000000e+01 4.297959618270397186e-03 9.968153238296508789e-01
6.800000000000000000e+01 2.188651997130364180e-04 1.000000000000000000e+00
6.900000000000000000e+01 1.134403573814779520e-04 1.000000000000000000e+00
7.000000000000000000e+01 7.638303213752806187e-05 1.000000000000000000e+00
7.100000000000000000e+01 5.464528658194467425e-05 1.000000000000000000e+00
7.200000000000000000e+01 6.975916767260059714e-05 1.000000000000000000e+00
7.300000000000000000e+01 2.095291893056128174e-05 1.000000000000000000e+00
7.400000000000000000e+01 4.856574378209188581e-05 1.000000000000000000e+00
7.500000000000000000e+01 1.746550515235867351e-05 1.000000000000000000e+00
7.600000000000000000e+01 1.177619378722738475e-05 1.000000000000000000e+00
7.700000000000000000e+01 1.644167787162587047e-05 1.000000000000000000e+00
7.800000000000000000e+01 1.066435652319341898e-05 1.000000000000000000e+00
7.900000000000000000e+01 5.222224444878520444e-06 1.000000000000000000e+00
8.000000000000000000e+01 1.589116000104695559e-04 1.000000000000000000e+00
8.100000000000000000e+01 8.249797392636537552e-04 1.000000000000000000e+00
8.200000000000000000e+01 6.103481282480061054e-04 1.000000000000000000e+00
8.300000000000000000e+01 1.381666952511295676e-04 1.000000000000000000e+00
8.400000000000000000e+01 1.578985247761011124e-04 1.000000000000000000e+00
8.500000000000000000e+01 4.922715379507280886e-05 1.000000000000000000e+00
8.600000000000000000e+01 4.838503082282841206e-05 1.000000000000000000e+00
8.700000000000000000e+01 2.918487916758749634e-05 1.000000000000000000e+00
8.800000000000000000e+01 2.466204205120448023e-05 1.000000000000000000e+00
8.900000000000000000e+01 1.553595211589708924e-05 1.000000000000000000e+00
9.000000000000000000e+01 1.822205740609206259e-05 1.000000000000000000e+00
9.100000000000000000e+01 8.973910553322639316e-06 1.000000000000000000e+00
9.200000000000000000e+01 1.209915171784814447e-05 1.000000000000000000e+00
9.300000000000000000e+01 7.867671229178085923e-06 1.000000000000000000e+00
9.400000000000000000e+01 6.944420874788193032e-06 1.000000000000000000e+00
9.500000000000000000e+01 3.962182745453901589e-06 1.000000000000000000e+00
9.600000000000000000e+01 4.760425781569210812e-06 1.000000000000000000e+00
9.700000000000000000e+01 3.560844788808026351e-06 1.000000000000000000e+00
9.800000000000000000e+01 2.293511897732969373e-06 1.000000000000000000e+00
9.900000000000000000e+01 4.418428943608887494e-06 1.000000000000000000e+00
