# epoch, loss, accuracy
0.000000000000000000e+00 4.479868412017822266e-01 8.025478124618530273e-01
1.000000000000000000e+00 4.244496524333953857e-01 8.057324886322021484e-01
2.000000000000000000e+00 4.294615387916564941e-01 7.738853693008422852e-01
3.000000000000000000e+00 3.779001235961914062e-01 8.375796079635620117e-01
4.000000000000000000e+00 3.312110900878906250e-01 8.694267868995666504e-01
5.000000000000000000e+00 3.286536633968353271e-01 8.535032272338867188e-01
6.000000000000000000e+00 2.902267277240753174e-01 8.630573153495788574e-01
7.000000000000000000e+00 2.583924829959869385e-01 8.980891704559326172e-01
8.000000000000000000e+00 3.518086373805999756e-01 8.757961988449096680e-01
9.000000000000000000e+00 1.829534471035003662e-01 9.203822016716003418e-01
1.000000000000000000e+01 1.920006275177001953e-01 9.203822016716003418e-01
1.100000000000000000e+01 1.438515037298202515e-01 9.426751732826232910e-01
1.200000000000000000e+01 1.275614798069000244e-01 9.585987329483032227e-01
1.300000000000000000e+01 1.249219924211502075e-01 9.394904375076293945e-01
1.400000000000000000e+01 5.486794561147689819e-02 9.777070283889770508e-01
1.500000000000000000e+01 9.226528555154800415e-02 9.681528806686401367e-01
1.600000000000000000e+01 6.998027116060256958e-02 9.872611761093139648e-01
1.700000000000000000e+01 2.982264757156372070e-01 8.885350227355957031e-01
1.800000000000000000e+01 3.149901703000068665e-02 9.968153238296508789e-01
1.900000000000000000e+01 6.874438375234603882e-02 9.745222926139831543e-01
2.000000000000000000e+01 3.295252844691276550e-02 9.968153238296508789e-01
2.100000000000000000e+01 3.265605121850967407e-02 9.904458522796630859e-01
2.200000000000000000e+01 1.002125348895788193e-02 1.000000000000000000e+00
2.300000000000000000e+01 4.119119606912136078e-03 1.000000000000000000e+00
2.400000000000000000e+01 4.975760821253061295e-03 1.000000000000000000e+00
2.500000000000000000e+01 1.042447891086339951e-02 9.968153238296508789e-01
2.600000000000000000e+01 3.844034858047962189e-03 1.000000000000000000e+00
2.700000000000000000e+01 2.444510348141193390e-03 1.000000000000000000e+00
2.800000000000000000e+01 2.300874562934041023e-03 1.000000000000000000e+00
2.900000000000000000e+01 8.043111301958560944e-03 9.968153238296508789e-01
3.000000000000000000e+01 1.977270701900124550e-03 1.000000000000000000e+00
