# epoch, loss, accuracy
4.700000000000000000e+01 8.165442198514938354e-02 9.777070283889770508e-01
4.800000000000000000e+01 1.043261662125587463e-01 9.554140567779541016e-01
4.900000000000000000e+01 6.191691011190414429e-02 9.872611761093139648e-01
5.000000000000000000e+01 4.883211478590965271e-02 9.840764403343200684e-01
5.100000000000000000e+01 4.546508193016052246e-02 9.872611761093139648e-01
5.200000000000000000e+01 3.659329563379287720e-02 9.904458522796630859e-01
5.300000000000000000e+01 4.153442010283470154e-02 9.936305880546569824e-01
5.400000000000000000e+01 1.546075288206338882e-02 1.000000000000000000e+00
5.500000000000000000e+01 1.105326041579246521e-02 1.000000000000000000e+00
5.600000000000000000e+01 7.907790131866931915e-03 1.000000000000000000e+00
5.700000000000000000e+01 4.653234034776687622e-03 1.000000000000000000e+00
5.800000000000000000e+01 3.282050136476755142e-03 1.000000000000000000e+00
5.900000000000000000e+01 2.454154426231980324e-03 1.000000000000000000e+00
6.000000000000000000e+01 2.827123040333390236e-03 1.000000000000000000e+00
6.100000000000000000e+01 1.087490469217300415e-02 9.968153238296508789e-01
6.200000000000000000e+01 2.386745531111955643e-03 1.000000000000000000e+00
6.300000000000000000e+01 1.220344565808773041e-03 1.000000000000000000e+00
6.400000000000000000e+01 8.873654878698289394e-04 1.000000000000000000e+00
6.500000000000000000e+01 1.202167244628071785e-03 1.000000000000000000e+00
6.600000000000000000e+01 5.683840136043727398e-04 1.000000000000000000e+00
6.700000000000000000e+01 3.422820009291172028e-04 1.000000000000000000e+00
6.800000000000000000e+01 3.027095226570963860e-04 1.000000000000000000e+00
6.900000000000000000e+01 3.139448526781052351e-04 1.000000000000000000e+00
7.000000000000000000e+01 3.053870750591158867e-04 1.000000000000000000e+00
7.100000000000000000e+01 1.281182921957224607e-04 1.000000000000000000e+00
7.200000000000000000e+01 1.352167455479502678e-04 1.000000000000000000e+00
7.300000000000000000e+01 9.905135084409266710e-05 1.000000000000000000e+00
7.400000000000000000e+01 8.445963612757623196e-05 1.000000000000000000e+00
7.500000000000000000e+01 1.000720731099136174e-04 1.000000000000000000e+00
7.600000000000000000e+01 1.343868323601782322e-03 1.000000000000000000e+00
7.700000000000000000e+01 2.520846028346568346e-04 1.000000000000000000e+00
7.800000000000000000e+01 2.785757824312895536e-04 1.000000000000000000e+00
7.900000000000000000e+01 1.318677823292091489e-04 1.000000000000000000e+00
8.000000000000000000e+01 1.472175645176321268e-04 1.000000000000000000e+00
8.100000000000000000e+01 7.954184547998011112e-05 1.000000000000000000e+00
8.200000000000000000e+01 7.354197441600263119e-05 1.000000000000000000e+00
8.300000000000000000e+01 8.246266224887222052e-05 1.000000000000000000e+00
8.400000000000000000e+01 8.768527914071455598e-05 1.000000000000000000e+00
8.500000000000000000e+01 5.066898665972985327e-05 1.000000000000000000e+00
8.600000000000000000e+01 6.384315929608419538e-05 1.000000000000000000e+00
8.700000000000000000e+01 4.329418879933655262e-05 1.000000000000000000e+00
8.800000000000000000e+01 1.983621768886223435e-05 1.000000000000000000e+00
8.900000000000000000e+01 2.377298551436979324e-05 1.000000000000000000e+00
9.000000000000000000e+01 2.003858571697492152e-05 1.000000000000000000e+00
9.100000000000000000e+01 1.901429459394421428e-05 1.000000000000000000e+00
9.200000000000000000e+01 1.909950515255331993e-05 1.000000000000000000e+00
9.300000000000000000e+01 1.840008917497470975e-05 1.000000000000000000e+00
9.400000000000000000e+01 9.996890184993389994e-06 1.000000000000000000e+00
9.500000000000000000e+01 5.348380454961443320e-06 1.000000000000000000e+00
9.600000000000000000e+01 5.442343535833060741e-06 1.000000000000000000e+00
9.700000000000000000e+01 5.399115252657793462e-06 1.000000000000000000e+00
9.800000000000000000e+01 3.497349098324775696e-06 1.000000000000000000e+00
9.900000000000000000e+01 3.187173888363759033e-06 1.000000000000000000e+00
