# epoch, loss, accuracy
7.400000000000000000e+01 2.002540568355470896e-04 1.000000000000000000e+00
7.500000000000000000e+01 7.763853500364348292e-05 1.000000000000000000e+00
7.600000000000000000e+01 1.766048226272687316e-04 1.000000000000000000e+00
7.700000000000000000e+01 1.149837698903866112e-04 1.000000000000000000e+00
7.800000000000000000e+01 3.728117371792905033e-05 1.000000000000000000e+00
7.900000000000000000e+01 4.847806849284097552e-05 1.000000000000000000e+00
8.000000000000000000e+01 2.672386654012370855e-05 1.000000000000000000e+00
8.100000000000000000e+01 3.939756788895465434e-05 1.000000000000000000e+00
8.200000000000000000e+01 2.195536580984480679e-05 1.000000000000000000e+00
8.300000000000000000e+01 8.979433005151804537e-06 1.000000000000000000e+00
8.400000000000000000e+01 1.442692428099690005e-05 1.000000000000000000e+00
8.500000000000000000e+01 1.550815977680031210e-05 1.000000000000000000e+00
8.600000000000000000e+01 1.198847621708409861e-05 1.000000000000000000e+00
8.700000000000000000e+01 1.644095573283266276e-05 1.000000000000000000e+00
8.800000000000000000e+01 9.952706022886559367e-06 1.000000000000000000e+00
8.900000000000000000e+01 5.840367521159350872e-06 1.000000000000000000e+00
9.000000000000000000e+01 2.466545993229374290e-06 1.000000000000000000e+00
9.100000000000000000e+01 5.036748014390468597e-03 9.968153238296508789e-01
9.200000000000000000e+01 1.742523745633661747e-03 1.000000000000000000e+00
9.300000000000000000e+01 1.082793064415454865e-02 9.968153238296508789e-01
9.400000000000000000e+01 1.621660339878872037e-04 1.000000000000000000e+00
9.500000000000000000e+01 1.220611811731941998e-04 1.000000000000000000e+00
9.600000000000000000e+01 4.526682459982112050e-05 1.000000000000000000e+00
9.700000000000000000e+01 5.063781281933188438e-05 1.000000000000000000e+00
9.800000000000000000e+01 2.599089384602848440e-05 1.000000000000000000e+00
9.900000000000000000e+01 3.494566408335231245e-05 1.000000000000000000e+00
