# epoch, loss, accuracy
0.000000000000000000e+00 5.028074979782104492e-01 7.802547812461853027e-01
1.000000000000000000e+00 4.801792800426483154e-01 7.484076619148254395e-01
2.000000000000000000e+00 3.780711591243743896e-01 8.216560482978820801e-01
3.000000000000000000e+00 3.681177198886871338e-01 8.343949317932128906e-01
4.000000000000000000e+00 2.868072986602783203e-01 8.885350227355957031e-01
5.000000000000000000e+00 2.875916063785552979e-01 8.789808750152587891e-01
6.000000000000000000e+00 2.082806825637817383e-01 9.171974658966064453e-01
7.000000000000000000e+00 2.800141274929046631e-01 8.949044942855834961e-01
8.000000000000000000e+00 2.270362377166748047e-01 8.917197585105895996e-01
9.000000000000000000e+00 1.941533684730529785e-01 9.203822016716003418e-01
1.000000000000000000e+01 1.434667259454727173e-01 9.426751732826232910e-01
1.100000000000000000e+01 1.356652826070785522e-01 9.554140567779541016e-01
1.200000000000000000e+01 7.947133481502532959e-02 9.745222926139831543e-01
1.300000000000000000e+01 1.218004077672958374e-01 9.363057613372802734e-01
1.400000000000000000e+01 6.088498607277870178e-02 9.713376164436340332e-01
1.500000000000000000e+01 6.110247969627380371e-02 9.713376164436340332e-01
1.600000000000000000e+01 2.726810425519943237e-02 9.968153238296508789e-01
1.700000000000000000e+01 2.128356695175170898e-02 9.936305880546569824e-01
1.800000000000000000e+01 3.815373405814170837e-02 9.840764403343200684e-01
1.900000000000000000e+01 2.616306580603122711e-02 9.872611761093139648e-01
2.000000000000000000e+01 1.706675440073013306e-02 9.968153238296508789e-01
2.100000000000000000e+01 4.815442021936178207e-03 1.000000000000000000e+00
2.200000000000000000e+01 2.524217590689659119e-03 1.000000000000000000e+00
2.300000000000000000e+01 8.124557207338511944e-04 1.000000000000000000e+00
2.400000000000000000e+01 1.836459035985171795e-03 1.000000000000000000e+00
2.500000000000000000e+01 1.113470178097486496e-03 1.000000000000000000e+00
2.600000000000000000e+01 2.288928953930735588e-04 1.000000000000000000e+00
2.700000000000000000e+01 3.588961262721568346e-04 1.000000000000000000e+00
2.800000000000000000e+01 2.224245836259797215e-04 1.000000000000000000e+00
2.900000000000000000e+01 4.688682674895972013e-04 1.000000000000000000e+00
3.000000000000000000e+01 9.325589053332805634e-03 1.000000000000000000e+00
3.100000000000000000e+01 2.216656692326068878e-03 1.000000000000000000e+00
3.200000000000000000e+01 1.562192849814891815e-02 9.968153238296508789e-01
3.300000000000000000e+01 7.143300608731806278e-04 1.000000000000000000e+00
3.400000000000000000e+01 1.179470564238727093e-04 1.000000000000000000e+00
3.500000000000000000e+01 3.303798730485141277e-04 1.000000000000000000e+00
3.600000000000000000e+01 1.821563055273145437e-04 1.000000000000000000e+00
3.700000000000000000e+01 1.243024162249639630e-04 1.000000000000000000e+00
3.800000000000000000e+01 1.086814518203027546e-04 1.000000000000000000e+00
3.900000000000000000e+01 7.060795178404077888e-05 1.000000000000000000e+00
4.000000000000000000e+01 3.356853267177939415e-05 1.000000000000000000e+00
4.100000000000000000e+01 4.626987720257602632e-05 1.000000000000000000e+00
4.200000000000000000e+01 8.771613647695630789e-05 1.000000000000000000e+00
4.300000000000000000e+01 1.632772386074066162e-02 9.936305880546569824e-01
4.400000000000000000e+01 1.079798908904194832e-03 1.000000000000000000e+00
4.500000000000000000e+01 3.576549061108380556e-04 1.000000000000000000e+00
4.600000000000000000e+01 2.785762771964073181e-04 1.000000000000000000e+00
4.700000000000000000e+01 2.564329479355365038e-04 1.000000000000000000e+00
4.800000000000000000e+01 3.500052553135901690e-04 1.000000000000000000e+00
4.900000000000000000e+01 1.789200032362714410e-04 1.000000000000000000e+00
5.000000000000000000e+01 1.219793921336531639e-04 1.000000000000000000e+00
5.100000000000000000e+01 1.475106255384162068e-04 1.000000000000000000e+00
5.200000000000000000e+01 2.433450390526559204e-05 1.000000000000000000e+00
5.300000000000000000e+01 6.227216363186016679e-05 1.000000000000000000e+00
5.400000000000000000e+01 3.605940728448331356e-04 1.000000000000000000e+00
5.500000000000000000e+01 2.007679315283894539e-03 1.000000000000000000e+00
5.600000000000000000e+01 3.190326038748025894e-03 1.000000000000000000e+00
5.700000000000000000e+01 9.080744930543005466e-04 1.000000000000000000e+00
5.800000000000000000e+01 2.425314451102167368e-04 1.000000000000000000e+00
5.900000000000000000e+01 3.856205148622393608e-04 1.000000000000000000e+00
6.000000000000000000e+01 7.098748348653316498e-03 9.968153238296508789e-01
6.100000000000000000e+01 7.356896065175533295e-03 9.936305880546569824e-01
6.200000000000000000e+01 1.100721536204218864e-03 1.000000000000000000e+00
6.300000000000000000e+01 2.773908490780740976e-04 1.000000000000000000e+00
6.400000000000000000e+01 8.592986705480143428e-05 1.000000000000000000e+00
6.500000000000000000e+01 1.164710614830255508e-03 1.000000000000000000e+00
6.600000000000000000e+01 1.043306037900038064e-04 1.000000000000000000e+00
6.700000000000000000e+01 1.108954165829345584e-04 1.000000000000000000e+00
6.800000000000000000e+01 1.297198759857565165e-04 1.000000000000000000e+00
6.900000000000000000e+01 4.517026900430209935e-05 1.000000000000000000e+00
7.000000000000000000e+01 4.233066283632069826e-05 1.000000000000000000e+00
7.100000000000000000e+01 3.423961970838718116e-05 1.000000000000000000e+00
7.200000000000000000e+01 6.323785521090030670e-03 1.000000000000000000e+00
7.300000000000000000e+01 2.897297963500022888e-04 1.000000000000000000e+00
